Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
01/01/23 04:00,5.05314,31.3489,7.4690899999999996,9.31813,10.0158,0.8,1.4,4.2,1.5,0.7,3,6.5,,4.7,2.6,2.7,5.9,2.7,4.95,,5.79969,1.6754,4.6424399999999997,11.308299999999999,5.7091500000000002,8.4709900000000005,8.2118000000000002,5.4346699999999997,5.1412000000000004,5.8568800000000003,0.79015999999999997,3.9855700000000001,12.053900000000001,3.5634079999999999,1.3,0.3,1.1599999999999999,2.6,2.1,3.3,3.18,6.0545099999999996,4.3907999999999996,0,1.2,3.3,2.9666399999999999,2.6522399999999999,8.6908100000000008,2.2048800000000002,2.1387100000000001,2.1714000000000002,3.7608199999999998,1.58012,3.5731099999999998,6.5,8.9,10.8,10.8,3.0886,3.8534199999999998,7.77759,5.9480599999999999,8.9735700000000005,7.5263900000000001,8.4677399999999992,5.4041899999999998,5.4843599999999997,3.2944800000000001,6.3102299999999998,9.2843599999999995,4.1777199999999999,2.8029099999999998,4.2953599999999996,5.2560099999999998,4.1253599999999997,6.7119600000000004,0.78903000000000001,6.0795399999999997,0.89702999999999999,3.4569200000000002,3.5769600000000001,2.3233299999999999,0.86967000000000005,4.2110300000000001
01/01/23 05:00,4.7409499999999998,3.8945099999999999,5.8649699999999996,9.0543399999999998,9.8065800000000003,0.9,1.2,3.7,1.5,0.6,3,5.5,,4.2,2.7,2.8,4.7,3,5.23,10.4,6.2827700000000002,1.6238300000000001,5.4810800000000004,13.169600000000001,3.8755500000000001,8.6461100000000002,7.6434300000000004,5.27041,5.5522,5.0049400000000004,1.4292899999999999,4.3062399999999998,13.868600000000001,3.0640869999999998,0.2,0.5,1.26,2.9,2.7,3.7,1.78,5.6360099999999997,4.7939400000000001,0,1.2,2.8,2.6666500000000002,2.4970400000000001,8.3331900000000001,2.0933199999999998,2.08908,1.5032700000000001,3.3687200000000002,1.06993,3.6404999999999998,5.3,8.9,9.3000000000000007,9,5.0688700000000004,3.8911799999999999,8.3368199999999995,6.4852299999999996,6.4184700000000001,7.64025,8.5261899999999997,4.9363400000000004,8.5983199999999993,3.1491699999999998,8.5877700000000008,11.013,3.3838900000000001,4.0533099999999997,6.7817699999999999,6.0640599999999996,4.4353999999999996,6.7149099999999997,0.72924999999999995,6.4750699999999997,0.9,3.8593999999999999,3.1048100000000001,2.19082,2.0748000000000002,4.3833500000000001
01/01/23 06:00,6.0331000000000001,3.1164800000000001,7.1417700000000002,5.0170599999999999,9.01755,1.3,1.7,5.2,1.4,0.7,3,4.3,,4.0999999999999996,3.3,3,4.2,3.5,4.92,,6.6241399999999997,1.49996,6.9632899999999998,11.815200000000001,3.8208700000000002,7.3271899999999999,6.0779899999999998,4.25258,8.8519000000000005,3.9475899999999999,1.2497400000000001,4.2500900000000001,15.586600000000001,2.6021770000000002,1.2,0.5,1.1599999999999999,3,3,3.5,2.78,5.04894,4.6348599999999998,0,1.1000000000000001,3,1.8435299999999999,2.8997999999999999,7.3002200000000004,2.4226700000000001,1.65036,1.5615000000000001,3.4048600000000002,1.2279500000000001,3.98767,6,9.6,10.3,6.6,3.01281,4.86843,8.7045700000000004,7.2292899999999998,4.9710599999999996,7.9873900000000004,9.6100600000000007,6.31501,13.638500000000001,3.4412799999999999,7.8231099999999998,14.8926,4.4678000000000004,5.6990999999999996,9.6436600000000006,6.3596199999999996,4.6067499999999999,5.98637,0.64200999999999997,6.94374,1.7,4.0125999999999999,3.42401,2.60609,1.7,7.6242799999999997
01/01/23 07:00,9.3434200000000001,2.6627999999999998,5.9521600000000001,5.9421400000000002,7.3263400000000001,1.8,1.1000000000000001,5.4,2.1,0.7,2.4,5.9,,4.2,3.1,3.1,4,3.6,6.42,16.399999999999999,6.8853400000000002,1.4863599999999999,6.7024600000000003,11.946,4.7740400000000003,7.2983700000000002,7.3395200000000003,3.2495699999999998,13.956099999999999,3.3579599999999998,0.71331,4.0210299999999997,19.266200000000001,3.02223,0.9,0.5,1.26,2,2.7,2.7,3.98,5.2033300000000002,4.5163799999999998,0,1.2,3.4,1.9802200000000001,2.56955,7.86843,2.2154699999999998,1.9547699999999999,1.9735,2.4510800000000001,1.24536,3.1295199999999999,5.9,9.6999999999999993,11.1,10.5,3.7740900000000002,3.60805,10.720599999999999,8.3546200000000006,4.63781,7.7460300000000002,11.0501,7.4017499999999998,11.601699999999999,3.4012099999999998,6.7964900000000004,16.997800000000002,7.3494200000000003,20.048400000000001,11.9702,5.6610699999999996,3.9294099999999998,4.5322300000000002,0.63644999999999996,6.9681699999999998,2.1129699999999998,3.3521000000000001,2.76492,2.6851500000000001,0.9,4.9817400000000003
01/01/23 08:00,6.3815299999999997,6.6189600000000004,7.1462000000000003,6.2221799999999998,5.2475199999999997,1.8,1.7,6,1.5,0.8,2.8,5.7,,4.2,2.8,2.9,4.5,3.2,6.96,,5.8144600000000004,1.44814,4.2914700000000003,11.696300000000001,5.0555599999999998,5.6173999999999999,5.6671399999999998,3.6812499999999999,18.687899999999999,3.6926700000000001,0.53818999999999995,4.3158500000000002,21.355799999999999,3.3778299999999999,1.5,0.6,1.46,2.1,3.1,2.4,2.88,5.7838000000000003,4.6155799999999996,0.1,1.3,3.4,2.35114,3.0259100000000001,8.1580700000000004,2.3671000000000002,1.8290299999999999,1.7424200000000001,2.24431,1.0662799999999999,3.0591699999999999,5.7,10.7,10.7,14.1,4.7230999999999996,4.9493499999999999,11.5215,6.9743700000000004,7.3705999999999996,7.3206899999999999,12.753,6.4928400000000002,11.779400000000001,3.2478500000000001,7.72424,17.4053,5.7752100000000004,8.4112299999999998,7.12249,5.8250999999999999,3.7603499999999999,5.8452400000000004,0.62512999999999996,5.8614100000000002,2.3504100000000001,5.0179,4.8803599999999996,2.2597299999999998,0.46550000000000002,3.5988600000000002
01/01/23 09:00,5.2894800000000002,5.9249700000000001,5.7157099999999996,6.8967900000000002,5.02386,1.8,1.7,5.5,1.4,0.9,2.8,5.0999999999999996,,4.0999999999999996,2.9,2.7,4.7,3.1,6.16,10.7,7.3608900000000004,1.66147,5.9318,13.963200000000001,4.8590099999999996,4.3775399999999998,5.3786500000000004,2.9491000000000001,25.6707,3.5116399999999999,0.76724999999999999,3.97227,20.6768,3.5652599999999999,3.6,0.4,1.06,2.2000000000000002,3.4,2.2999999999999998,2.68,4.7291299999999996,4.2815700000000003,0.3,1.2,3.1,2.30829,2.0741399999999999,8.3125,2.7498,1.28267,1.3151600000000001,2.6846199999999998,1.58839,3.3457599999999998,5.5,10.8,10.3,11.2,5.2169400000000001,3.9283999999999999,11.3408,7.0549099999999996,7.4592099999999997,7.4042500000000002,9.6564599999999992,5.3581200000000004,8.8213000000000008,3.1427499999999999,11.0457,18.295000000000002,3.4128500000000002,3.7103000000000002,9.0569900000000008,4.7985699999999998,3.5048499999999998,5.6568199999999997,0.69260999999999995,5.5451199999999998,3.0462600000000002,4.9663000000000004,5.3887200000000002,2.4001000000000001,8.2019999999999996E-2,1.70956
01/01/23 10:00,4.91371,4.5126499999999998,5.1637599999999999,8.5592900000000007,5.4710799999999997,1.5,2,12.5,2.1,1.8,2.4,5,,4.2,2.9,2.8,5.5,3.3,6.12,5,5.7550600000000003,1.31924,5.7662899999999997,,6.9123799999999997,4.6741000000000001,5.1660500000000003,2.2387299999999999,25.8246,3.70302,1.1692100000000001,4.0217700000000001,17.350300000000001,3.9230830000000001,4.9000000000000004,0.5,1.26,2.4,3.4,1.9,3.28,4.5509700000000004,4.4182300000000003,0,1.2,2.9,3.4410099999999999,1.9567699999999999,9.2966999999999995,2.4751300000000001,1.3971199999999999,2.0425399999999998,5.6311200000000001,1.7514099999999999,2.7021299999999999,5.9,10.5,10.3,9.5,4.9123299999999999,2.48739,10.710599999999999,7.0497399999999999,10.8253,6.9597100000000003,20.5334,6.8343699999999998,5.5517799999999999,3.0556299999999998,10.5243,18.068300000000001,3.25061,5.4227499999999997,18.630299999999998,3.8186499999999999,3.84518,6.3949699999999998,0.44966,6.8416199999999998,2.79643,5.2896999999999998,5.1955200000000001,1.55983,1.04183,1.85554
01/01/23 11:00,4.1998100000000003,4.53749,4.6982600000000003,5.6391999999999998,5.0963399999999996,1.6,1.8,12.3,1.6,1.8,2.2999999999999998,4.2,,4.0999999999999996,3.1,3.3,4,3.1,6.13,3.8,5.7999099999999997,1.8593,4.43703,22.4757,5.0732900000000001,,3.5642800000000001,2.3531499999999999,50.029600000000002,2.9693000000000001,1.0347299999999999,4.2567399999999997,20.1632,3.9064139999999998,6,0.6,1.56,2.6,3,1.9,5.28,4.6265999999999998,3.8765900000000002,0,1,3.4,4.2249699999999999,1.5720799999999999,8.8962199999999996,2.14011,2.25074,3.9837899999999999,,1.4019200000000001,2.9829500000000002,5.7,10.3,9.9,8.5,4.5089800000000002,2.2477900000000002,9.4836899999999993,7.1288,12.6365,7.28674,17.932500000000001,4.6284999999999998,5.8887499999999999,3.3738000000000001,12.7485,16.451499999999999,3.2667600000000001,6.1613199999999999,24.7988,4.6022400000000001,3.4972400000000001,6.04474,0.42392000000000002,9.3864400000000003,2.7740100000000001,6.2111999999999998,5.3717199999999998,2.2444700000000002,1.57236,1.42472
01/02/23 12:00,5.3273799999999998,4.6502499999999998,4.3886700000000003,5.05769,4.8222899999999997,1.6,1.6,5.0999999999999996,1.6,1.9,2.5,3.9,,3.8,2.7,2.6,3.4,2.9,5.57,4,7.0255200000000002,1.2951900000000001,6.6086200000000002,14.705299999999999,3.5925600000000002,6.3208200000000003,4.0651599999999997,1.54451,54.385199999999998,3.0010699999999999,0.72513000000000005,3.58731,17.7486,2.8733219999999999,4.3,0.6,1.06,2.8,3.4,2.1,2.1800000000000002,4.3667600000000002,3.71835,0,0.5,2.2000000000000002,5.0472299999999999,2.6097000000000001,7.6467599999999996,1.8986700000000001,2.73278,5.6498600000000003,16.155899999999999,1.69634,1.8465499999999999,3.9,9.5,9.9,8.5,4.7721299999999998,3.0571100000000002,7.7892000000000001,8.0117700000000003,9.2613000000000003,8.5688600000000008,9.7403300000000002,7.4277199999999999,6.0722300000000002,3.47824,8.4766899999999996,14.7346,3.3862199999999998,6.7914500000000002,22.4133,4.4724899999999996,3.5995699999999999,5.7735700000000003,0.32211000000000001,6.8922299999999996,2.7767599999999999,6.0293000000000001,5.2113800000000001,2.4315699999999998,1.39798,2.1081099999999999
01/02/23 01:00,5.6056400000000002,4.7542999999999997,4.6650099999999997,4.9882400000000002,4.4098300000000004,1.6,0.9,6.2,2.1,1.8,2.8,3.3,,5.9,2.6,3.6,3.8,2.9,4.3099999999999996,3.3,6.0860799999999999,1.30477,6.98787,15.6355,5.1944699999999999,4.7476500000000001,4.6452299999999997,1.7691300000000001,42.111199999999997,2.41587,0.89434000000000002,3.3390399999999998,17.296399999999998,2.7788659999999998,4.4000000000000004,1,1.56,2.9,4.0999999999999996,2.1,1.48,4.5333699999999997,3.3241900000000002,0,0.7,2.1,2.68912,2.3471299999999999,7.5145,1.8065899999999999,3.0560800000000001,5.9380600000000001,8.4499600000000008,1.8809,2.34544,4.5,11.3,10,8.4,4.6805099999999999,4.1313300000000002,6.8473600000000001,7.1650099999999997,7.5458800000000004,9.1589500000000008,9.1144200000000009,8.7520900000000008,6.5024699999999998,2.5943299999999998,7.1293100000000003,14.6477,4.3099600000000002,8.0055599999999991,18.9359,4.7189100000000002,3.4664999999999999,5.5851499999999996,0.30256,5.2346700000000004,2.2236799999999999,3.95,4.0587200000000001,1.6236699999999999,0.37936999999999999,1.67344
01/02/23 02:00,5.1039300000000001,3.9410699999999999,4.4462999999999999,5.1426699999999999,4.2117800000000001,1.8,1.3,6.3,2.1,1.9,3.1,3.5,,5.4,2.4,3.3,3.7,2.7,4.53,3.2,7.2134,1.47431,5.3828100000000001,15.0769,7.54413,5.4585400000000002,5.2065400000000004,1.46309,44.575600000000001,3.1082100000000001,0.88621000000000005,2.9119199999999998,19.349699999999999,2.5447630000000001,4.2,0.9,1.26,2.2000000000000002,3.3,2.2000000000000002,1.48,4.3841000000000001,3.2257799999999999,0,0.3,2,2.5912799999999998,2.3355600000000001,6.92265,1.84449,2.48828,4.3398000000000003,5.3608599999999997,1.9812000000000001,2.0504799999999999,3.5,8.9,8.6999999999999993,7.9,4.3628099999999996,2.82016,7.2134299999999998,6.5236499999999999,10.612399999999999,6.9056800000000003,8.4966299999999997,8.0040200000000006,8.5901200000000006,3.00461,9.2180700000000009,16.9726,5.3216299999999999,5.2850599999999996,17.940300000000001,4.8877499999999996,3.5379499999999999,5.7417899999999999,0.2064,3.9792900000000002,2.1859199999999999,6.0720999999999998,3.0331399999999999,1.8416600000000001,0.5,1.8925399999999999
01/02/23 03:00,4.24587,3.6531699999999998,4.4684699999999999,6.2465700000000002,4.3342299999999998,1.2,1.3,5.2,1.4,1.9,2.2000000000000002,3.2,,3,2.4,3.1,3.6,2.8,4.43,3.2,6.5860900000000004,1.70444,7.4672099999999997,12.1,8.8527100000000001,5.6240500000000004,4.3593200000000003,1.4469399999999999,42.321599999999997,3.8374899999999998,1,,15.1477,2.5543930000000001,5.4,0.5,1.56,2.2000000000000002,4,2.1,1.38,4.2007000000000003,3.2936800000000002,0,0,1.8,3.3589899999999999,2.3486600000000002,6.3411400000000002,1.9668099999999999,3.04833,6.8338000000000001,4.76213,2.2610999999999999,1.4276199999999999,3.1,9.4,7.7,8.1999999999999993,4.0432100000000002,4.3752700000000004,6.6222000000000003,7.1487499999999997,6.4851599999999996,5.8842100000000004,9.7851099999999995,8.4485499999999991,14.861800000000001,2.8779499999999998,9.5790100000000002,13.6889,5.7220800000000001,6.9459999999999997,15.178900000000001,4.8818400000000004,3.6377700000000002,5.7085400000000002,0.18557999999999999,3.5881099999999999,1.88903,4.7084099999999998,2.6822300000000001,1.53674,1.0004599999999999,1.8682700000000001
01/02/23 04:00,5.2358200000000004,3.2680799999999999,4.77067,5.3709800000000003,4.1432599999999997,1,1.4,5.7,0.7,1.6,1.9,3.5,,3,2.5,2.8,3.5,2.4,3.72,2.9,5.4114000000000004,1.9186300000000001,7.8942899999999998,14.069100000000001,10.729799999999999,3.6756000000000002,4.9530099999999999,1.40482,35.790100000000002,3.16215,1.1278300000000001,3.09816,16.9513,2.3940030000000001,3.5,0.3,3.66,2.4,3.1,2.5,1.48,4.4402100000000004,3.3333499999999998,0,0,3.2,3.62351,2.4046400000000001,6.1409099999999999,1.96858,2.8299400000000001,4.9229099999999999,4.1263699999999996,2.2942,1.9452799999999999,4.0999999999999996,8.4,6.7,7.8,4.1145399999999999,5.4389599999999998,7.2960200000000004,8.2253100000000003,4.0626800000000003,10.1465,13.5471,9.6139799999999997,13.4619,3.0738500000000002,8.7386700000000008,13.960599999999999,6.3864599999999996,9.05959,12.3733,5.1510899999999999,3.5083899999999999,5.3531399999999998,0.18265999999999999,4.0625799999999996,1.9672499999999999,6.7610999999999999,2.5799799999999999,1.4542299999999999,0.67091000000000001,1.6930499999999999
01/02/23 05:00,4.8639099999999997,2.3862399999999999,4.5453099999999997,6.3093700000000004,4.0589599999999999,1,1.4,4.5,1.1000000000000001,1,1.9,3.1,,3.1,2.5,2.5,3.4,2.6,3.87,2.9,5.9993299999999996,2.0102899999999999,7.8654700000000002,14.700799999999999,11.4824,4.9701300000000002,5.3743600000000002,1.41465,26.196400000000001,3.2855400000000001,1.4049100000000001,3.2725399999999998,21.216899999999999,2.6888239999999999,5,0.4,6.56,2.1,3.5,2.1,1.78,5.0627199999999997,2.7922500000000001,0,0.1,1.7,4.4067299999999996,1.7551399999999999,6.9440799999999996,2.1047799999999999,2.5468000000000002,3.9146299999999998,3.7810600000000001,2.8978000000000002,2.1853400000000001,3.6,8.5,6,9.1999999999999993,4.2726199999999999,6.5561999999999996,7.7606400000000004,8.5671300000000006,5.2108699999999999,12.5862,10.8162,6.3315999999999999,20.679400000000001,3.1060300000000001,7.92875,13.843999999999999,8.9072300000000002,12.921099999999999,13.2441,4.8192500000000003,4.0080299999999998,5.7440100000000003,0.49482999999999999,2.7636099999999999,1.71166,3.8582999999999998,2.1568999999999998,1.5404199999999999,1.03518,2.51084
01/02/23 06:00,5.3037299999999998,2.5962900000000002,5.0329800000000002,5.54758,4.3954000000000004,0.9,1.8,4.2,1.1000000000000001,0.9,2.2000000000000002,3.7,,3.6,2.4,3,3,2.9,5.16,2.8,5.7051100000000003,1.6554800000000001,7.0135300000000003,13.3376,9.1386599999999998,4.5822200000000004,5.2285700000000004,1.68631,25.190799999999999,2.8747799999999999,1.1544300000000001,3.0324,16.9971,2.327226,4.5999999999999996,0.2,6.36,1.5,4,1.6,1.68,5.2842099999999999,2.8055699999999999,0,0,2.1,3.6050399999999998,3.4178099999999998,7.10663,1.71323,2.2082099999999998,4.3563999999999998,4.4994699999999996,3.1476000000000002,2.0472899999999998,3.7,7.7,5.6,9.1999999999999993,4.22044,4.8181900000000004,9.2915399999999995,8.1852800000000006,7.0988800000000003,8.6404499999999995,10.9947,6.6893700000000003,18.094100000000001,3.1108699999999998,9.8171199999999992,13.030200000000001,8.5624800000000008,11.195600000000001,15.4956,5.0112899999999998,3.0856699999999999,6.1681299999999997,0.42649999999999999,2.8102100000000001,2.0754899999999998,5.09199,1.7652099999999999,1.5441499999999999,1.7363900000000001,3.30796
01/02/23 07:00,4.5768800000000001,2.8183699999999998,4.3206899999999999,5.3517700000000001,4.4395699999999998,1.4,1.8,3.7,1.1000000000000001,0.6,2.5,2.9,,3.8,2.4,2.5,3.4,3.7,5.65,2.9,7.5880900000000002,1.41794,6.4335100000000001,15.592700000000001,9.8132599999999996,4.2785299999999999,5.6593,1.2244299999999999,47.959699999999998,3.65794,1.68546,3.7232599999999998,17.221699999999998,1.9954350000000001,5.9,0.1,6.76,1.2,3.6,2,1.58,5.6841400000000002,4.0695899999999998,0,0,2.9,4.4015599999999999,1.7931299999999999,6.6588700000000003,1.94035,1.9031899999999999,4.9787400000000002,4.5358799999999997,3.0082,2.1480999999999999,3.7,8.3000000000000007,6,8.6,3.9023699999999999,9.0495400000000004,9.7533200000000004,8.2799899999999997,8.0998900000000003,7.78078,10.1775,10.168900000000001,11.6082,2.69442,13.6654,12.224299999999999,9.0070099999999993,11.375299999999999,19.925899999999999,4.625,4.89832,5.99376,0.46827999999999997,2.5983000000000001,2.5079600000000002,5.3646900000000004,2.8296800000000002,1.4475499999999999,0.40787000000000001,2.00345
01/02/23 08:00,5.5443300000000004,2.3407300000000002,4.4381700000000004,5.2025199999999998,4.3190299999999997,1.6,1.6,4.9000000000000004,0.9,0.8,2.6,4.3,,3.7,2.6,2.6,3.4,5.9,7.65,3,8.1575500000000005,1.69075,7.3053900000000001,17.7303,8.4862199999999994,6.3525900000000002,6.0886199999999997,2.4093,27.0276,3.887,1.5280800000000001,3.1447099999999999,8.0462100000000003,2.9777800000000001,7.2,0.2,4.46,2,4.5999999999999996,2.1,1.38,6.2312099999999999,5.1589299999999998,0,0,2.8,4.4266800000000002,2.9603999999999999,6.83324,2.3520400000000001,1.7689600000000001,5.9482299999999997,6.9868199999999998,3.0796999999999999,2.2842099999999999,2.6,8,6,7.5,4.0555199999999996,12.8154,8.3475699999999993,8.8385899999999999,7.58474,7.6357299999999997,10.219799999999999,15.5275,10.5474,2.7059000000000002,16.3414,13.5213,10.3087,10.159800000000001,18.4771,4.1872100000000003,6.2652599999999996,5.8496699999999997,0.34005999999999997,2.82409,2.49512,4.5568400000000002,2.38659,1.6926300000000001,1.89821,2.1908300000000001
01/02/23 09:00,4.5456399999999997,2.7105800000000002,5.1755800000000001,5.6502800000000004,4.5311199999999996,1.5,2.2000000000000002,7.5,1.2,0.7,2.9,4.5999999999999996,,3.5,2.9,2.6,3.1,7.6,8.17,4,7.9182300000000003,1.91988,5.9177600000000004,20.458600000000001,6.9791400000000001,8.5190199999999994,6.2745800000000003,2.28647,29.126200000000001,4.1057100000000002,1.9558899999999999,3.2126899999999998,6.7849199999999996,3.808624,8.9,0.2,4.3600000000000003,2.4,4.7,2.2999999999999998,1.28,6.1897700000000002,4.9689800000000002,0,0.2,3,6.0766200000000001,3.5849500000000001,6.7061599999999997,2.7396400000000001,1.53179,4.9089700000000001,7.4940300000000004,2.9790000000000001,2.1562100000000002,3.6,8.6,6.2,7.8,4.3067099999999998,15.922700000000001,8.7027099999999997,12.0557,9.7254400000000008,7.5285000000000002,11.161799999999999,15.892799999999999,20.537400000000002,2.8586200000000002,9.1133199999999999,13.566800000000001,16.343900000000001,8.98813,18.6007,4.7587400000000004,4.6603899999999996,6.0092699999999999,0.36607000000000001,2.97363,2.1044,5.0522999999999998,3.0789499999999999,1.7931900000000001,2.5462099999999999,2.2374800000000001
01/02/23 10:00,4.6975499999999997,4.7291800000000004,4.9073700000000002,7.1539200000000003,4.63,2.9,2,9.1,1.4,0.8,3,3.5,,3.5,2.6,2.5,3.3,8.6999999999999993,8.24,2.9,8.0793099999999995,3.4478800000000001,7.0091000000000001,20.089600000000001,8.0816700000000008,6.4412599999999998,5.7821400000000001,3.2340900000000001,34.143799999999999,4.1182699999999999,1.85467,1.36103,6.9400899999999996,4.6039089999999998,7.1,0.6,2.56,1.9,4.8,3.4,1.78,7.0994400000000004,4.2843400000000003,0,0,3.4,6.7977800000000004,3.40768,12.0372,3.3291200000000001,1.9224300000000001,5.4942099999999998,7.6171300000000004,2.9559000000000002,2.3296399999999999,2.5,8.8000000000000007,6.7,7.7,4.4805099999999998,14.1983,11.404500000000001,12.914300000000001,13.878299999999999,7.79521,16.805,12.0349,28.533899999999999,2.6865399999999999,8.6308100000000003,20.648099999999999,11.0337,24.1403,20.218900000000001,5.1247100000000003,4.5650000000000004,6.3986700000000001,0.37030999999999997,1.4825600000000001,1.94716,5.1763399999999997,2.3976899999999999,2.15239,3.49125,2.1464400000000001
01/02/23 11:00,4.8085599999999999,10.6259,5.1718900000000003,5.9266300000000003,5.0658500000000002,2.8,2.4,8.9,1.5,1.1000000000000001,3,4.2,,3.7,2.8,2.8,3.5,6.8,8.17,4.7,7.4604100000000004,3.5788899999999999,5.8039699999999996,14.6159,,6.23881,5.9040800000000004,4.5895400000000004,36.882199999999997,5.2140399999999998,2.3792800000000001,3.09151,7.4683900000000003,4.869497,6.3,1,3.16,1.5,4.2,3.9,4.08,6.2587599999999997,4.7033399999999999,0,0.3,2.9,7.8876400000000002,3.4986999999999999,13.3133,4.0659900000000002,1.8803099999999999,4.9382200000000003,6.7896400000000003,2.6905000000000001,2.0426199999999999,2.8,10.1,8.6999999999999993,8,4.8798700000000004,9.5134699999999999,16.863099999999999,10.520300000000001,16.697500000000002,8.1955799999999996,19.518899999999999,7.78979,19.353400000000001,2.5457299999999998,6.35853,19.304200000000002,9.8945500000000006,15.334899999999999,18.090699999999998,4.65367,4.5138699999999998,7.0563000000000002,0.51246999999999998,2.9675799999999999,1.8120400000000001,4.6093999999999999,3.2848799999999998,2.3525700000000001,4.5766799999999996,1.9575100000000001
01/02/23 12:00,4.1714099999999998,6.1432700000000002,4.8563799999999997,6.6928599999999996,6.3921799999999998,2.4,2.4,11.4,1.8,1.1000000000000001,3.4,5.2,,4.0999999999999996,4.3,2.6,3.7,7.3,8.11,8.5,7.74925,1.91255,7.5270599999999996,11.1579,5.98855,7.9508099999999997,,11.9733,43.31,7.6169099999999998,4.54718,3.8865599999999998,5.9957900000000004,5.1098980000000003,5,1.3,3.46,1,3.8,3.9,4.78,5.5394699999999997,3.3026800000000001,0.2,0.4,2.8,9.5279699999999998,3.17178,12.1629,4.9313200000000004,2.3363999999999998,5.3280000000000003,5.4767599999999996,2.8765999999999998,2.5417800000000002,4,10.1,10.199999999999999,7.7,5.4312500000000004,6.0494300000000001,20.416399999999999,10.1501,15.536300000000001,8.1226800000000008,,5.8367899999999997,18.2531,2.6729799999999999,4.3859899999999996,17.196300000000001,11.570499999999999,7.3015600000000003,7.6356000000000002,5.1478400000000004,4.5002800000000001,7.1161000000000003,0.59384999999999999,3.0348000000000002,2.2014300000000002,4.4343300000000001,3.5607099999999998,2.5164300000000002,5.0835600000000003,2.2029399999999999
01/02/23 01:00,4.2457500000000001,3.3036799999999999,5.8309800000000003,5.99756,5.1622500000000002,3.1,2.1,12.7,2,1,3.9,3.8,,4.7,5.0999999999999996,2.2000000000000002,3.9,6.5,8.94,7.5,7.8209900000000001,2.2256100000000001,5.7212199999999998,18.4876,4.9396199999999997,8.6601400000000002,,5.7358200000000004,37.528399999999998,6.5802500000000004,8.8837200000000003,5.2172900000000002,5.7430899999999996,4.4172190000000002,6.2,1.6,3.86,0.7,3.4,3.4,7.18,5.2683999999999997,3.4441899999999999,1,1.2,3.7,11.3124,3.5068700000000002,10.475199999999999,8.0844500000000004,2.1332,6.8647999999999998,5.39907,3.4754,2.3286099999999998,3.6,9.5,11.7,7.9,4.8471799999999998,5.1241700000000003,21.352499999999999,8.1957599999999999,12.282299999999999,6.9401200000000003,3.83616,4.1399299999999997,17.2119,2.93703,3.84063,16.296399999999998,10.552,5.9465500000000002,5.6975699999999998,5.7498899999999997,4.8963999999999999,7.0312000000000001,0.53190000000000004,3.35642,2.6581700000000001,4.2168099999999997,3.7978900000000002,2.0966800000000001,7.3445600000000004,2.3199100000000001
01/02/23 02:00,5.5777799999999997,3.4539900000000001,6.07186,7.5241100000000003,5.0434900000000003,3,1.9,,2.4,1.4,3.7,4.2,,5,5.3,2.5,4.7,4.8,8.61,4.5999999999999996,7.9041899999999998,2.7656900000000002,7.3785400000000001,17.3126,6.6271800000000001,9.20397,,5.2894100000000002,19.986499999999999,6.8033900000000003,10.884600000000001,7.98665,12.7248,3.7686190000000002,5.8,2.7,3.16,0.7,3.5,2.8,10.28,4.2917100000000001,3.1545000000000001,1.6,1.5,4,17.3809,5.8426200000000001,,8.1017499999999991,2.4346800000000002,6.8231999999999999,5.2243399999999998,3.1505999999999998,2.7621000000000002,3.3,11.8,8.8000000000000007,7.2,7.9941199999999997,4.1499600000000001,19.869700000000002,6.6108399999999996,7.8702899999999998,6.7602599999999997,3.0739299999999998,3.8014600000000001,12.2851,3.1130599999999999,3.7365300000000001,12.6861,8.5692199999999996,4.42082,4.5808,5.72417,5.0387000000000004,7.2283999999999997,0.76863000000000004,6.1130300000000002,2.7124000000000001,4.7858200000000002,4.5034799999999997,2.6904699999999999,4.56412,1.9440200000000001
