Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
01/01/23 06:00,1.36473,8.3779699999999995,3.4742999999999999,7.6044499999999999,2.2962199999999999,4.87568,,8.0446500000000007,10.708299999999999,41.178800000000003,3.2,6.61144,14.8,5.3,3.9,7.2,3.8,1.9,4.9000000000000004,6.2,7.2,1.2,8.6999999999999993,3,,8.1999999999999993,4.2,4.8,6.2,5.0999999999999996,8,5.6,2.8,4.7,5.8,6.7,7.8,4.4337200000000001,,4.4000000000000004,,6.5209799999999998,4.2,2.6390899999999999,3.8027799999999998,202.50200000000001,57.3202,66.839299999999994,477.37,17.662099999999999,4.48088,3.2,5.0658799999999999,8,13.038500000000001,46.964399999999998,6.3,3.5,2.2999999999999998,4.4000000000000004,2.57,8.9700000000000006,5,7.06,30.01,4.03,6.8,3.9,4.9472300000000002,8.0127799999999993,,,3.8,9.4,4.4000000000000004,4.5,2,5.8,4.5999999999999996,39.9373,3.8338700000000001,5.0726399999999998,4.5299899999999997,4.3171900000000001,,3.27338,10.1182,3.9491200000000002,3.27773,,9.3600999999999992,6.3352199999999996,3.8212199999999998,3,43.9,40,18,,3.8239999999999998,15.0936,5.2686200000000003,21.170500000000001,12.131600000000001,17.007200000000001,18.9543,61.385899999999999,15.2239,18.707599999999999,13.3766,3.64608,17.860700000000001,18.264700000000001,5.7402499999999996,11.5586,5.0083799999999998,8.0118100000000005,1.8461399999999999,3.3614000000000002,4.6302300000000001,3.63374,4.5019799999999996,5.1114699999999997,4.4843000000000002,6.7241400000000002,2.63829,24.638200000000001,4.6691099999999999,,4.4438599999999999,2.7309700000000001,4.9398600000000004,3.38592,7.7460000000000004,4.07097
01/01/23 07:00,0.99878999999999996,9.9755500000000001,7.4363900000000003,7.7871600000000001,2.2023600000000001,4.4996600000000004,,9.6417000000000002,11.3467,28.933499999999999,3.4904600000000001,7.0032399999999999,12.8,5.5,3.9,7.2,3.8,2.2000000000000002,5.0999999999999996,6.3,5,1.1000000000000001,11.2,2.7,,9.4,4.5,4.8,7,5.2,7.7,5.6,2.9,5,6.1,7.5,7.6,5.2277300000000002,,3.8,,6.0350200000000003,4,3.0050300000000001,5.1039700000000003,247.17099999999999,42.363599999999998,122.514,314.702,31.172000000000001,6.6085099999999999,2.6,4.63781,8.3000000000000007,15.324299999999999,115.718,6.2,3.4,2.6,4.7,2.27,9.17,6.2,8.56,23.41,3.83,6.2,3.2,5.1687700000000003,7.1969900000000004,,,4.5999999999999996,7.1,3.8,3.6,1,7.7,9.1999999999999993,39.533200000000001,3.8333400000000002,4.2528100000000002,6.7595900000000002,4.2325299999999997,,3.1294499999999998,9.8468900000000001,4.7977400000000001,3.0885400000000001,,9.5785,5.6720499999999996,3.8578800000000002,4,55.4,28.6,16,,7.8316800000000004,12.9846,3.8909199999999999,22.014600000000002,10.3461,29.5075,14.521599999999999,42.542499999999997,8.5650700000000004,18.003499999999999,12.382300000000001,4.2079899999999997,11.744999999999999,12.5374,4.9584400000000004,11.390700000000001,4.2499500000000001,7.7478499999999997,1.66716,3.6774100000000001,4.05185,3.8196300000000001,3.9601099999999998,4.8810599999999997,4.4781500000000003,6.66214,3.05253,26.752600000000001,4.0753899999999996,,4.1376799999999996,2.8387899999999999,4.7768100000000002,3.1044,,3.68485
01/01/23 08:00,1.0391600000000001,9.2670499999999993,10.614000000000001,6.2979200000000004,3.1409400000000001,4.1703700000000001,,8.2727500000000003,3.1579899999999999,26.5959,3.4245999999999999,6.9744000000000002,12.8,5.3,3.9,8.5,5,2.1,4.5999999999999996,5.0999999999999996,3.5,1.8,10.9,2.5,,8,4.2,4.3,6.4,4.9000000000000004,7,5.6,2.6,5,9.1,7.4,6.6,6.7599799999999997,,3.4,,6.4646800000000004,5.6,3.9912999999999998,8.5255200000000002,191.36600000000001,47.8489,156.036,177.411,23.727900000000002,9.6592099999999999,2.7,4.7227899999999998,8.1999999999999993,25.000699999999998,75.863200000000006,5.6,3.1,2.4,4.3,2.4700000000000002,9.3699999999999992,5.4,8.16,24.31,3.33,6.1,2.1,6.4008799999999999,7.9920600000000004,,,5.2,6.7,3.3,3.1,1.7,6.7,15.4,36.476700000000001,3.50352,4.8711500000000001,9.0784199999999995,4.0350999999999999,,3.82999,,,3.2012999999999998,,9.0577000000000005,5.6763000000000003,3.72397,7,40.299999999999997,32.200000000000003,18,,25.673999999999999,29.416699999999999,6.1109600000000004,17.2774,8.7581199999999999,23.6966,9.9169099999999997,29.019100000000002,7.6524400000000004,10.9377,15.1754,3.8659599999999998,10.590400000000001,13.254200000000001,4.5282499999999999,4.08,8.5227400000000006,8.2996700000000008,1.6591899999999999,3.1510799999999999,4.1761299999999997,3.8961899999999998,3.8765000000000001,4.9066700000000001,4.4181699999999999,6,2.71631,24.9224,3.5131000000000001,,4.6780400000000002,2.8494100000000002,5.4433600000000002,3.0729799999999998,8.1026299999999996,3.9137599999999999
01/01/23 09:00,2.01959,7.7772800000000002,9.7627000000000006,8.1015700000000006,2.5229200000000001,4.57029,,10.257400000000001,2.5721699999999998,24.367899999999999,3.2737699999999998,8.3266100000000005,11.1,5.2,3.8,8.3000000000000007,4.4000000000000004,1.9,3.7,3.9,3.3,1.7,9.3000000000000007,3.1,,7.7,4.5,4.5,5.9,5,7.6,5.3,3.1,6.2,9.5,8.4,8.5,4.0874300000000003,,3.6,,5.6664199999999996,5.9,3.9695200000000002,10.792899999999999,188.42500000000001,17.865600000000001,73.076599999999999,112.84399999999999,13.6586,9.9911499999999993,2.5,4.6877300000000002,8.8000000000000007,19.1327,85.784700000000001,5.4,2.9,2.5,5.3,2.0699999999999998,10.37,5.4,6.86,16.309999999999999,4.2300000000000004,6.6,2.2000000000000002,6.2527699999999999,6.7747599999999997,,,5.0999999999999996,6.6,3.4,2.2999999999999998,1.4,5.8,17.600000000000001,36.725099999999998,3.2645200000000001,6.0567900000000003,7.6789500000000004,3.6951800000000001,,3.4783900000000001,9.9794800000000006,4.6463900000000002,3.3274400000000002,,7.7537000000000003,5.73794,3.87967,5,29,26.6,15,,19.953499999999998,14.5046,7.1340500000000002,11.9032,9.5347100000000005,17.938800000000001,10.658300000000001,29.786300000000001,8.6565100000000008,8.8230199999999996,14.949299999999999,4.0311300000000001,12.0244,11.3185,4.8666600000000004,4.1362899999999998,3.5526,8.2184100000000004,1.67778,3.2997899999999998,3.6572300000000002,3.8048299999999999,4.53653,5.4141000000000004,4.2644900000000003,5.3963000000000001,2.1006300000000002,24.77,3.6664500000000002,,4.8975900000000001,3.1516099999999998,4.5999999999999996,3.15164,8.3844899999999996,4.3726399999999996
01/01/23 10:00,2.3228499999999999,7.09056,6.5648400000000002,9.4032999999999998,2.7323200000000001,4.6223400000000003,,9.5835500000000007,5.3408499999999997,21.627400000000002,3.8877299999999999,6.1740199999999996,11.7,5.5,3.5,6.9,4.0999999999999996,3.2,4,3.9,3.4,1,10.1,2.5,,8.3000000000000007,4.8,4.0999999999999996,6.1,5.4,8.8000000000000007,5.4,3.7,5.8,9.8000000000000007,11.6,9.9,5.3838699999999999,,3.6,,5.2723399999999998,6.4156500000000003,3.6535099999999998,11.7699,276.798,31.095600000000001,79.383600000000001,126.18899999999999,19.893799999999999,14.011100000000001,2.6,4.9909499999999998,9,23.4574,101.73399999999999,5.9,2.8,2.5,3.4,1.47,7.37,5.0999999999999996,7.26,14.81,3.83,5.5,2.2999999999999998,6.0854699999999999,7.8704400000000003,,,4.3,6.4,3.4,3.2,1.2,4.7,11.4,35.118699999999997,3.2857599999999998,5.1103500000000004,6.30124,3.6245799999999999,,4.0466800000000003,10.1713,4.5796299999999999,3.2616000000000001,,7.1600999999999999,5.1183399999999999,3.68146,6,26.6,35.299999999999997,15,,10.2743,15.8154,7.6650400000000003,12.393000000000001,12.1708,37.976599999999998,9.2227399999999999,31.243200000000002,7.7392099999999999,8.7671500000000009,13.2751,4.2223800000000002,14.2141,12.949,6.0397999999999996,5.0838000000000001,3.2774899999999998,8.4542300000000008,1.4966699999999999,2.8499400000000001,3.6997200000000001,3.4856600000000002,4.3023600000000002,6.3615399999999998,4.37052,5.3691899999999997,2.3783699999999999,25.034500000000001,3.9269799999999999,,5.0406500000000003,3.0586700000000002,5.1963900000000001,3.3447,9.9323099999999993,4.3991899999999999
01/01/23 11:00,2.9378799999999998,6.4606599999999998,5.4850899999999996,8.0920100000000001,2.9796200000000002,5.0950300000000004,,8.4569399999999995,6.8056599999999996,33.122700000000002,3.3136000000000001,11.141999999999999,12.2,5.8,4.0999999999999996,5.6,3.8,2.6,4.5999999999999996,4.5999999999999996,4.0999999999999996,1.5,12.5,3.5,,11,4.3,4.2,6.7,5.5,9.5,6.7,3.2,5.9,8,12.8,10.4,9.7400500000000001,,3.4,,5.6345599999999996,6.2120300000000004,4.60792,9.1702600000000007,321.20999999999998,25.705300000000001,121.44199999999999,243.81299999999999,18.332899999999999,18.555900000000001,2.6,7.2219800000000003,11,21.339600000000001,76.845200000000006,6.4,1.9,2.8,1.8,1.27,7.67,4.9000000000000004,8.66,12.51,3.43,5.3,1.4,5.5809899999999999,6.53735,,,4.3,6,3.4,2.7,1.2,4.2,4.4000000000000004,25.235600000000002,3.3919899999999998,4.9775700000000001,5.3916399999999998,3.8221599999999998,,3.7455400000000001,10.515700000000001,4.74024,3.3552399999999998,,7.0071000000000003,5.6895800000000003,4.4466599999999996,7,28.3,24.4,16,,9.5401299999999996,11.958,6.7801600000000004,9.5269200000000005,15.3919,27.072900000000001,10.264799999999999,35.994799999999998,7.4334300000000004,10.0219,11.864000000000001,4.2313599999999996,11.7073,10.773099999999999,7.7404099999999998,5.2383499999999996,3.6928200000000002,8.8870799999999992,2.1595,2.81223,3.9057900000000001,3.3537599999999999,4.2350300000000001,6.6185,5.0076999999999998,5.1394900000000003,2.4349699999999999,24.924499999999998,4.1295900000000003,,5.5996600000000001,3.4878100000000001,5.5288700000000004,3.4835400000000001,11.725300000000001,4.4815199999999997
01/01/23 12:00,2.9787699999999999,5.4287099999999997,5.4601300000000004,6.3483799999999997,3.04806,6.45946,,8.2546199999999992,4.8214300000000003,34.103900000000003,3.9912999999999998,7.4247800000000002,14.7,6.7,4.0999999999999996,6.3,4,2.5,4.3,6.1,5.4,1.4,10.9,2.7,,11.5,5,4.2,7,5.7,10.199999999999999,6.3,3.3,4.9000000000000004,8.1,12,7.4,7.8280500000000002,,3.6,,6.17523,6.8906799999999997,4.2276400000000001,10.1373,150.72,21.649799999999999,36.077800000000003,70.067899999999995,15.8064,17.0411,2.5,6.0043600000000001,10.5,20.388000000000002,84.957999999999998,6.2,2.1,2.5,3.3,0.97,7.27,5.2,10.36,18.91,3.73,5.9,1.4,5.5968499999999999,7.18743,,,4.5,7.2,2.9,2.4,1,5.4,4.4000000000000004,18.968299999999999,3.8625500000000001,4.7805299999999997,6.48766,4.4512700000000001,,4.3595100000000002,11.2118,5.0674799999999998,3.4773499999999999,,6.6271000000000004,6.0440199999999997,5.1985799999999998,5,23.8,21.7,9,,15.730600000000001,13.3222,5.9813700000000001,9.4992199999999993,16.7545,15.192399999999999,9.8961900000000007,55.352499999999999,8.5798199999999998,11.572100000000001,10.884600000000001,5.0545799999999996,10.8942,12.3467,7.8158300000000001,5.3318199999999996,3.93235,9.16432,2.3576000000000001,2.8053300000000001,4.6743100000000002,3.1349300000000002,4.4623799999999996,6.63192,4.8206100000000003,5.68696,2.3866700000000001,23.535699999999999,4.1910400000000001,,6.0401199999999999,3.7645200000000001,5.9596,3.6151,12.267099999999999,5.2383499999999996
01/01/23 01:00,3.1991800000000001,5.0935800000000002,5.0527699999999998,7.4265299999999996,3.7258599999999999,7.0245600000000001,,9.2757699999999996,9.5270700000000001,42.506900000000002,4.7444199999999999,7.2192400000000001,18.899999999999999,7.3,4.2,6.7,4.5999999999999996,2.5,5.6,5.4,4.5999999999999996,1.8,11.8,2.6,,13.4,8.1999999999999993,4.8,6.4,5.7,12.1,6.4,4,4.3,7.8,12.8,8.8000000000000007,6.0541400000000003,,3.2,,9.4925499999999996,10.733700000000001,3.5350799999999998,9.1376799999999996,128.67699999999999,24.5581,39.991599999999998,54.460099999999997,16.424099999999999,16.239699999999999,2.4,5.7345499999999996,10.4,16.9312,75.465299999999999,7.1,2.2999999999999998,2.1,3.9,1.27,6.77,5.5,12.46,24.31,3.33,6.9,2.2000000000000002,5.07742,7.5448700000000004,,,5.0999999999999996,9.6,3.8,2.5,1.1000000000000001,5.2,5.2,32.0608,3.48387,5.3148299999999997,5.3803000000000001,4.4760200000000001,,5.4047299999999998,11.896699999999999,5.1888300000000003,3.6911,,6.2355,7.0217700000000001,5.4493900000000002,5,18.7,19,8,,32.572200000000002,16.203099999999999,5.6685499999999998,10.811400000000001,16.727399999999999,19.057300000000001,9.5026399999999995,50.788600000000002,9.26464,9.4178999999999995,12.641,4.9961599999999997,12.1874,10.651400000000001,7.9921600000000002,5.4964700000000004,4.3391799999999998,9.8037799999999997,2.13666,3.4325700000000001,4.2680100000000003,2.9674100000000001,4.98611,6.6910499999999997,4.6205999999999996,6.2914700000000003,2.5130599999999998,24.7057,5.0084499999999998,,5.6988000000000003,3.48834,4.1346999999999996,4.8066500000000003,15.7384,7.0690900000000001
01/01/23 02:00,3.2098100000000001,5.9481400000000004,4.4887300000000003,8.9385999999999992,5.1234999999999999,7.3272899999999996,,10.1264,13.235200000000001,54.102200000000003,5.4353899999999999,7.8666700000000001,21.4,8.1999999999999993,4.8,6.1,4.3,3.6,6.5,5.6,5.0999999999999996,2,10.4,2.8,,15.8,6.9,4.8,8.6,6.5,13.1,6.7,3.4,4.4000000000000004,8.5,11.2,11.5,7.2730399999999999,,2.9,,7.6782700000000004,12.616400000000001,3.8447100000000001,8.82681,214.785,31.971399999999999,54.799500000000002,132.999,18.283000000000001,17.115500000000001,2.2000000000000002,6.06968,11.9,18.051600000000001,72.806899999999999,8.3000000000000007,2,2.2000000000000002,4.7,1.77,6.17,7,13.76,33.409999999999997,4.33,7.2,2.6,5.3753799999999998,7.5820499999999997,,,5.9,12,5,2.9,1,5,5,23.8032,3.2953199999999998,5.9659700000000004,5.44191,4.9414100000000003,,7.94963,12.754899999999999,5.7881200000000002,3.8626900000000002,,5.0505000000000004,7.7497800000000003,6.85067,7,15.7,23.1,6,,19.8751,14.558299999999999,7.2783499999999997,8.9290199999999995,14.570399999999999,21.265699999999999,10.184100000000001,68.823700000000002,7.9253200000000001,9.4814500000000006,15.4261,5.5809199999999999,10.445399999999999,8.5716000000000001,7.4445800000000002,5.2213500000000002,5.1225699999999996,9.8632600000000004,2.4643600000000001,3.4081399999999999,5.1894900000000002,2.9341599999999999,5.1665700000000001,8.0508600000000001,5.0056399999999996,6.7815300000000001,2.69936,23.4358,5.7510399999999997,,6.6917400000000002,4.3067799999999998,4.2595099999999997,4.7135300000000004,16.200700000000001,5.1773100000000003
01/01/23 03:00,2.8842400000000001,6.1775799999999998,5.0017800000000001,11.988799999999999,5.3681999999999999,8.1680399999999995,,9.0353899999999996,13.4519,75.568600000000004,8.7633299999999998,8.8141700000000007,29.1,8.4,5,5.4,4,3.3,14.3,5.7,5.9,1.9,12.8,3,,13.5,7.9,5.3,7.7,7.1,14.4,6.4,3.9,4.0999999999999996,10.5,13.7,9.6999999999999993,9.9742700000000006,,2.9,,9.4952000000000005,7.5967099999999999,3.7252100000000001,8.5040099999999992,314.392,53.331099999999999,84.619799999999998,290.23200000000003,19.9831,29.772400000000001,2.1,7.2689300000000001,18.3,21.078099999999999,33.241300000000003,8.1,2.1,2.2999999999999998,5.9,2.87,8.67,6.8,16.46,36.71,7.73,10.1,5.7,5.4924099999999996,8.4089899999999993,,,7,16.8,7.2,3.1,0.3,5.0999999999999996,5,17.711500000000001,3.1030600000000002,6.6792499999999997,7.3942699999999997,4.2770299999999999,,8.47865,13.222,5.7893499999999998,4.1252899999999997,,4.5308000000000002,9.6197300000000006,6.6168500000000003,7,14.1,26,5,,32.409700000000001,19.2087,5.6708100000000004,11.082100000000001,11.430099999999999,11.669,11.634499999999999,96.961200000000005,7.6932600000000004,9.3402700000000003,14.4977,5.8528399999999996,10.368399999999999,7.87425,6.7350199999999996,5.1252199999999997,7.3765999999999998,9.9349600000000002,2.75753,3.7958500000000002,6.2309999999999999,3.2658900000000002,5.0666099999999998,8.1808700000000005,5.6002000000000001,7.3071200000000003,3.2077100000000001,24.1767,6.6755500000000003,,7.4879300000000004,4.2781000000000002,4.7173299999999996,5.1348599999999998,17.6831,
01/01/23 04:00,2.9134500000000001,6.3363800000000001,6.9382099999999998,18.9129,5.1871200000000002,9.2371700000000008,,7.4903000000000004,14.824,74.428299999999993,8.7930799999999998,11.4756,31.7,9.3000000000000007,5.5,5.9,3.8,2.5,20.100000000000001,7.7,8.6,3,18.3,3.2,,12.5,9.1,5.3,9.9,7.8,14.9,8.1,5.2,5.4,12.1,14.7,12.6,9.1738800000000005,,3,,9.6609099999999994,16.1417,5.24472,13.0382,279.58100000000002,64.290000000000006,158.26499999999999,293.387,32.731299999999997,24.568000000000001,2.2999999999999998,6.9513299999999996,14.8,19.953299999999999,138.036,7.7,2.8,2.8,7.9,3.87,8.27,7.5,17.559999999999999,42.31,7.33,15.1,6.2,7.3707599999999998,12.049799999999999,,,6.8,17.2,7.6,4.0999999999999996,0.1,5.7,5.8,25.2545,2.6388699999999998,7.7770599999999996,8.3927600000000009,6.1118100000000002,,9.0793400000000002,13.7864,5.7188800000000004,3.9900199999999999,,4.6955,10.8111,6.0679299999999996,7,15.2,34.4,9,,20.366,25.706800000000001,7.5233499999999998,15.095800000000001,12.1785,19.000499999999999,14.493,114.914,12.736000000000001,9.1994900000000008,10.1442,5.8655900000000001,18.441800000000001,8.9853400000000008,6.4204999999999997,5.2224199999999996,8.2539999999999996,10.285500000000001,2.7134499999999999,3.75177,6.2649900000000001,3.1023000000000001,4.9854000000000003,9.8262,6.1740500000000003,8.8030799999999996,3.6171099999999998,26.0441,6.6330299999999998,,6.9593100000000003,5.1108799999999999,5.30633,5.3343600000000002,13.4016,5.5867599999999999
01/01/23 05:00,3.2730100000000002,6.5387300000000002,28.296299999999999,32.464199999999998,5.7629200000000003,8.3841999999999999,,11.1631,9.8143999999999991,104.361,7.9565799999999998,13.3886,41.9,12.1,5.9,7,4.2,2.4,29.4,10.1,10.8,4,20.9,3.1,,10.6,9.6,6.3,10.5,8.1999999999999993,17.100000000000001,9.5,6.3,5.7,11.1,17.3,13.1,27.078700000000001,,3.2,,11.0657,9.3298500000000004,5.47363,15.6104,310.56700000000001,99.9191,248.34200000000001,349.67,41.126600000000003,27.4068,2.7,7.0453400000000004,13.8,24.195399999999999,268.00900000000001,7.5,3.4,3.1,9.1,6.47,13.77,8.6999999999999993,22.16,56.91,10.029999999999999,13.8,7.6,7.1551299999999998,18.765699999999999,,,8.1,13.5,6.3,3.9,1,4.7,5.8,16.791899999999998,3.0154299999999998,7.9916299999999998,8.2493599999999994,7.2444300000000004,,10.765599999999999,14.684900000000001,5.55619,4.11165,,4.391,10.703799999999999,6.5977199999999998,6,20.6,50.7,31,,74.372,35.725000000000001,8.6524000000000001,18.0566,13.039899999999999,22.809100000000001,16.4559,125.057,12.6792,13.8384,23.596699999999998,8.1976300000000002,21.1648,10.3041,4.91317,6.9379,10.010899999999999,9.8792000000000009,2.8180800000000001,4.4061000000000003,6.2039099999999996,2.9445399999999999,7.7626499999999998,12.257400000000001,7.61069,10.6152,5.1183100000000001,31.622399999999999,8.0719700000000003,,8.2685099999999991,5.9585400000000002,4.9483600000000001,5.4919900000000004,14.2582,6.0435100000000004
01/01/23 06:00,2.7456200000000002,6.68851,21.551200000000001,30.204799999999999,6.2714600000000003,9.8691899999999997,,10.182499999999999,4.7412299999999998,111.093,9.3013499999999993,13.1061,40.299999999999997,15.7,6.6,8.6999999999999993,4.5999999999999996,4.4000000000000004,18.3,9.1,15.7,6.1,19.399999999999999,3.7,,11.5,8,6.4,12.4,9.3000000000000007,15.8,9.4,6.3,6.1,10.1,15.7,18.8,26.661799999999999,,3.4,,18.305299999999999,8.6,7.10839,16.731000000000002,478.32299999999998,95.853399999999993,156.96,228.36500000000001,71.066900000000004,25.296700000000001,2.8,8.8192500000000003,15.7,23.550999999999998,128.69399999999999,7.1,4.2,3.2,10.3,7.17,9.4700000000000006,8.1,17.86,50.21,8.5299999999999994,13.2,9.4,7.0138499999999997,14.270300000000001,,,8.1999999999999993,15.4,5.8,3.3,1.6,5.3,7.2,6.1746299999999996,2.8927399999999999,9.6524099999999997,7.5137700000000001,5.9229099999999999,,10.0672,15.7918,5.0102099999999998,4.6871,,5.7470999999999997,13.544,5.9329599999999996,8,46.8,81.3,29,,61.894599999999997,39.3309,9.0915599999999994,16.558,15.781499999999999,38.631399999999999,15.241300000000001,105.98699999999999,14.3405,14.162599999999999,25.002500000000001,5.95641,19.0791,24.312100000000001,6.1283700000000003,10.7157,8.4457299999999993,9.2817000000000007,3.4182299999999999,4.4199099999999998,7.5794899999999998,2.8895900000000001,15.436299999999999,14.474500000000001,8.6480999999999995,1.3,5.4004200000000004,,11.629,,9.5377899999999993,5.57348,4.6413799999999998,5.98109,13.978300000000001,6.8263699999999998
01/01/23 07:00,2.1768000000000001,10.864599999999999,13.0115,11.9681,5.2070100000000004,7.9178899999999999,,10.455,5.3026099999999996,98.626300000000001,11.1677,13.802899999999999,38.200000000000003,19,8.6,10.9,4.9000000000000004,5.8,14.9,10.3,19.399999999999999,4.3,25.8,4,,13,7.9,7,14.4,11.1,16.7,10.5,7.5,6.2,11.1,21.1,19.3,92.902500000000003,,3.6,,17.6265,13.0976,8.1403400000000001,12.645799999999999,459.16699999999997,259.65199999999999,128.79,288.30700000000002,64.727000000000004,38.047600000000003,2.4,8.1675699999999996,16.5,25.2666,110.33499999999999,8.1,4.9000000000000004,3.7,9.4,4.67,10.27,9.1,14.86,55.91,11.83,14.3,9.8000000000000007,7.3500500000000004,16.101099999999999,,,10.5,12.4,5.6,3.2,1.5,5.6,8.6,5.5548400000000004,2.6694,8.0888200000000001,7.0378999999999996,5.8048400000000004,,8.7287999999999997,17.206299999999999,7.3375000000000004,4.3560299999999996,,4.9898999999999996,12.8155,8.4496099999999998,10,73.2,149.19999999999999,51,,21.6282,30.380600000000001,7.8787200000000004,19.368500000000001,16.664000000000001,19.9724,14.073399999999999,101.85899999999999,18.361499999999999,11.816599999999999,23.5335,4.9945700000000004,15.3279,25.289400000000001,11.7163,13.322900000000001,12.405200000000001,8.3012700000000006,2.9481999999999999,4.1670999999999996,8.2285000000000004,2.9073799999999999,13.4312,13.9048,10.5787,14.6347,6.6221800000000002,33.499299999999998,11.638299999999999,,12.293799999999999,7.9183399999999997,4.2037399999999998,5.6966299999999999,12.369899999999999,5.7514000000000003
01/01/23 08:00,3.6973699999999998,13.3354,11.386799999999999,18.610099999999999,6.0864700000000003,8.4580300000000008,,10.790800000000001,5.2362200000000003,98.840299999999999,10.855399999999999,11.618399999999999,33.6,14.6,8.9,23.1,4.9000000000000004,8.9,16.100000000000001,13.3,14.5,5.2,17.7,3.8,,14.1,8.1,6.9,11.6,10.9,17.600000000000001,9.9,6.9,5.6,13.5,21.1,18.100000000000001,102.801,,3.8,,17.832100000000001,11.5678,8.1504300000000001,12.7911,376.35199999999998,244.917,185.16200000000001,209.73099999999999,98.616200000000006,41.438800000000001,2.2999999999999998,7.3151400000000004,13.8,24.265499999999999,185.62,8.6,4.5,3.8,14.6,6.67,11.47,11.1,13.76,61.51,10.33,21.1,9.8000000000000007,7.4955800000000004,14.153,,,10.1,12,6.2,5.0999999999999996,0.9,5.8,9.5,4.53376,2.4435099999999998,8.8222900000000006,6.3596700000000004,5.6024000000000003,,11.867100000000001,18.442399999999999,6.1628100000000003,4.2457099999999999,,4.9425999999999997,11.209099999999999,7.3156299999999996,7,104.6,145.5,55,,23.654,27.3172,8.9561299999999999,24.264399999999998,16.246400000000001,30.061399999999999,22.593499999999999,127.11199999999999,14.660500000000001,21.801200000000001,22.6556,4.5615600000000001,18.092300000000002,37.007800000000003,9.5769800000000007,8.0783299999999993,13.281499999999999,8.7989200000000007,2.0129100000000002,4.0598099999999997,9.1372400000000003,2.8948999999999998,12.797599999999999,13.118399999999999,12.6281,26.674700000000001,12.7159,41.043199999999999,14.8508,,14.048999999999999,7.6867700000000001,5.87303,5.4227999999999996,12.0753,4.9738600000000002
01/01/23 09:00,3.4918300000000002,15.7562,6.7034599999999998,18.885300000000001,4.3411200000000001,7.0410199999999996,,10.4475,9.5244199999999992,229.65899999999999,12.2761,18.189299999999999,26.5,15.2,8.8000000000000007,12.9,7.6,8.5,22.5,15.9,13.1,4.9000000000000004,30.9,3.7,,12.3,6,7,10.6,11.5,18.600000000000001,10.8,9.6999999999999993,5.4,13.2,18.600000000000001,15.3,61.9711,,4.2,,16.462900000000001,18.899000000000001,8.1806999999999999,16.311499999999999,410.38600000000002,274.69400000000002,191.03,255.459,76.0578,35.110599999999998,2.9,8.2658299999999993,12.5,26.958100000000002,132.61699999999999,8,4.5,3.8,8.4,5.37,13.77,10.4,11.26,67.41,13.83,17.899999999999999,13.3,5.9541300000000001,10.7379,,,9.9,16.600000000000001,7.7,4.4000000000000004,1.4,5.3,9.6,4.42469,2.0509300000000001,6.6680999999999999,6.65496,4.5953600000000003,,8.29223,20.232099999999999,6.59138,4.2329999999999997,,5.3815,8.1610700000000005,8.0053699999999992,8,76.3,142.6,43,,13.659800000000001,20.096699999999998,7.4387400000000001,30.7746,15.434799999999999,36.163400000000003,25.7684,146.25,11.7387,24.277799999999999,19.552299999999999,4.5962399999999999,23.247800000000002,25.186900000000001,5.74369,9.7092399999999994,8.7165999999999997,8.2779000000000007,2.4526699999999999,5.4035200000000003,7.3511100000000003,2.88775,13.234,13.7464,11.1182,24.464500000000001,9.2290600000000005,44.842799999999997,21.151,,14.3545,7.8885899999999998,4.3896300000000004,4.5744899999999999,13.890700000000001,3.0931899999999999
